35, 26
0, 5
23, 46
18, 11
31, 21
0, 32
13, 32
13, 11
11, 32
11, 11
31, 45
0, 46
16, 7
16, 31
25, 6
25, 22
0, 22
0, 18
0, 18
21, 21
26, 37
5, 7
5, 33
5, 2
5, 33
5, 37
33, 46
21, 21
15, 3
18, 32
32, 26
32, 29
11, 37
25, 18
26, 8
1, 12
8, 32
10, 3
15, 14
30, 24
35, 9
35, 3
8, 10
2, 10
14, 9
24, 9
1, 10
8, 11
9, 42
21, 28
27, 11
21, 10
18, 15
26, 10
9, 32
15, 37
13, 6
18, 3
35, 6
24, 37
13, 21
29, 30
14, 12
8, 31
9, 33
32, 10
19, 23
29, 42
29, 5
17, 30
30, 5
30, 15
33, 1
3, 32
7, 47
2, 37
35, 43
24, 20
16, 44
24, 32
23, 9
23, 7
23, 11
30, 0
30, 6
35, 32
0, 13
8, 46
16, 26
16, 27
25, 20
8, 5
3, 21
18, 36
24, 37
5, 9
4, 6
18, 37
29, 46
17, 9
0, 46
32, 32
3, 9
34, 37
20, 9
26, 32
0, 14
32, 37
20, 21
29, 37
11, 4
32, 5
2, 46
33, 37
15, 10
10, 32
16, 0
0, 46
13, 32
18, 46
25, 12
9, 37
26, 37
5, 26
27, 46
21, 32
8, 9
35, 46
6, 31
8, 33
14, 32
30, 37
20, 46
11, 46
1, 46
8, 31
24, 9
13, 27
8, 46
23, 37
23, 32
14, 25
15, 37
1, 37
15, 41
29, 5
13, 46
30, 32
18, 32
35, 31
8, 3
24, 0
2, 12
18, 3
34, 9
11, 18
2, 22
27, 6
33, 46
2, 28
3, 37
26, 32
3, 5
8, 37
8, 44
34, 32
34, 9
18, 47
34, 13
23, 28
35, 25
0, 37
1, 25
33, 32
7, 32
11, 10
21, 9
30, 3
13, 10
8, 2
12, 13
24, 7
21, 34
30, 14
14, 27
0, 10
30, 32
8, 29
24, 30
16, 9
21, 1
23, 18
35, 0
17, 9
11, 14
28, 20
5, 27
16, 6
0, 8
18, 6
28, 21
28, 30
15, 26
32, 12
1, 22
8, 29
0, 28
18, 34
15, 2
32, 24
24, 18
17, 10
0, 3
18, 9
33, 28
8, 38
9, 42
14, 15
21, 23
3, 32
2, 27
32, 37
31, 24
17, 1
17, 42
11, 9
21, 0
6, 37
16, 21
26, 34
14, 28
18, 32
15, 45
24, 47
0, 9
23, 33
11, 13
35, 15
32, 4
5, 43
8, 25
29, 14
35, 9
24, 31
18, 28
30, 21
30, 6
10, 47
5, 14
35, 14
0, 3
30, 45
23, 21
18, 12
7, 8
26, 9
12, 31
5, 39
13, 7
0, 33
31, 30
8, 24
0, 21
21, 46
23, 42
29, 39
17, 14
18, 32
5, 22
3, 41
17, 14
10, 8
12, 6
32, 8
24, 34
0, 1
29, 31
18, 7
5, 11
12, 10
24, 37
13, 19
12, 29
23, 19
15, 47
13, 9
21, 6
34, 42
5, 46
29, 25
12, 46
35, 10
30, 4
18, 21
29, 42
17, 44
24, 45
35, 43
24, 4
7, 18
18, 39
0, 33
0, 15
12, 10
27, 32
3, 23
24, 3
17, 4
18, 43
5, 31
29, 1
11, 20
16, 8
11, 5
17, 41
3, 27
24, 29
5, 45
35, 20
33, 47
23, 0
32, 7
29, 31
5, 23
18, 20
10, 39
29, 22
17, 42
23, 45
28, 9
15, 32
32, 42
11, 34
5, 40
3, 37
0, 9
35, 9
22, 10
33, 42
23, 23
18, 14
15, 25
25, 9
6, 45
29, 23
30, 10
0, 25
9, 12
23, 6
29, 26
18, 44
0, 26
2, 13
23, 5
23, 1
18, 23
24, 15
0, 45
23, 29
1, 28
1, 15
3, 39
8, 39
35, 44
13, 34
7, 13
34, 11
14, 3
3, 46
9, 31
31, 12
2, 24
16, 39
9, 30
20, 32
32, 9
2, 9
15, 9
3, 10
10, 26
18, 42
35, 46
3, 32
16, 34
14, 10
9, 46
20, 24
23, 45
12, 26
26, 3
8, 23
21, 4
28, 46
21, 3
15, 21
34, 2
27, 46
26, 10
10, 21
10, 32
33, 24
0, 39
23, 30
8, 15
11, 43
0, 0
32, 44
24, 44
9, 14
26, 29
18, 4
10, 31
30, 2
23, 20
8, 21
35, 10
16, 30
21, 24
27, 44
35, 8
2, 6
